"","id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"269646","",NA,19300,19300,19300," 60 months"," 23.99%",555.11,"F","F3","Claims adjuster","10+ years","MORTGAGE",42000,"Source Verified","May-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","402xx","KY",15.91,0,"Oct-2004",0,NA,NA,10,0,19151,"73.7%",17,"w",0,0,21584.98,21584.98,9855.2,11729.78,0,0,0,"Aug-2018",555.11,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,101338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,NA,NA,7,10134,514,95.4,0,0,89,127,7,7,1,23,NA,3,NA,0,3,7,3,3,4,9,12,7,10,0,0,0,3,100,100,0,0,123206,19151,11200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"301385","",NA,20000,20000,20000," 36 months","  7.89%",625.72,"A","A5","Occupational Therapist","3 years","OWN",65000,"Source Verified","Apr-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","606xx","IL",18.09,0,"Sep-2005",0,49,NA,10,0,22010,"53.2%",23,"w",0,0,22332.160043049,22332.16,20000,2332.16,0,0,0,"Jul-2017",6697.93,"","May-2019",0,49,1,"Individual",NA,NA,"",0,0,57437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41400,NA,NA,NA,6,5744,18808,34.5,0,0,104,115,6,6,0,6,NA,15,NA,1,3,4,4,13,4,6,15,4,10,0,0,0,2,95.7,25,0,0,88550,57437,28700,46876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"192408","",NA,28000,28000,28000," 36 months"," 16.99%",998.14,"D","D3","Senior Specialist Labor & Employment","10+ years","MORTGAGE",56000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","441xx","OH",25.24,0,"May-2002",0,NA,55,9,1,45423,"97.7%",14,"f",0,0,34740.3453210858,34740.35,28000,6740.35,0,0,0,"Jun-2017",13647.27,"","Apr-2019",0,NA,1,"Individual",NA,NA,"",0,0,134609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46500,NA,NA,NA,0,14957,1077,97.7,0,0,142,143,33,33,2,33,NA,NA,NA,0,7,7,7,8,4,7,8,7,9,0,0,0,0,100,100,0,0,163750,52944,46500,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"418636","",NA,12525,12525,12525," 60 months"," 12.99%",284.92,"C","C2","account clerk","9 years","MORTGAGE",50000,"Not Verified","Jan-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","064xx","CT",34.3,0,"Sep-1985",0,28,NA,18,0,42992,"64.8%",27,"f",0,0,1121.6,1121.6,607.12,514.48,0,0,0,"May-2015",284.92,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,0,185466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66300,NA,NA,NA,3,10910,7740,83.7,0,0,154,351,16,16,3,16,28,20,28,0,8,11,11,13,4,16,20,11,18,0,0,0,0,96.3,70,0,0,237138,43546,47400,15161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"73705","",NA,32000,32000,32000," 60 months"," 11.49%",703.61,"B","B5","HMA","10+ years","MORTGAGE",75000,"Verified","Nov-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","077xx","NJ",29.68,1,"Aug-2003",1,NA,NA,10,0,18948,"42%",23,"w",0,0,35136.37,35136.37,32000,3136.37,0,0,0,"Sep-2016",28742.61,"","May-2018",1,6,1,"Individual",NA,NA,"",0,146,61694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45200,NA,NA,NA,3,6854,15500,58,0,0,117,147,26,7,1,31,NA,6,NA,0,2,6,10,10,7,6,15,4,9,NA,0,1,2,100,0,0,0,98874,61694,31000,53674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"155241","",NA,18000,18000,18000," 60 months"," 19.99%",476.79,"E","E4","Associate Principal Project Manager","9 years","OWN",95000,"Verified","Sep-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","957xx","CA",20.06,0,"Apr-1996",1,70,NA,6,0,0,"0%",14,"w",0,0,27312.107341338,27312.11,18000,9312.11,0,0,0,"Feb-2019",8260.5,"","May-2019",0,70,1,"Individual",NA,NA,"",0,160,34035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,2,6807,NA,NA,0,0,49,98,21,10,0,NA,NA,5,NA,1,0,0,0,4,6,1,5,0,6,0,0,0,1,100,NA,0,0,51789,34035,0,50289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"253042","",NA,22000,22000,22000," 36 months"," 15.61%",769.23,"D","D1","Owner","8 years","MORTGAGE",50000,"Source Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","295xx","SC",28.8,1,"Dec-1987",1,5,NA,10,0,21486,"61.6%",23,"w",0,0,27684.08153902,27684.08,22000,5684.08,0,0,0,"Jun-2018",769.02,"","Jul-2018",0,NA,1,"Individual",NA,NA,"",0,0,155363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34900,NA,NA,NA,3,15536,11876,63.9,0,0,128,329,5,5,6,8,NA,5,NA,0,2,3,5,10,5,6,12,3,10,0,0,0,3,95.7,40,0,0,194849,51818,32900,35949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"113897","",NA,21000,21000,21000," 60 months"," 16.99%",521.8,"D","D3","Store Manager","10+ years","MORTGAGE",58000,"Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","460xx","IN",10.95,0,"Nov-2003",2,NA,75,6,1,10989,"99.9%",17,"w",0,0,28670.158750525,28670.16,21000,7670.16,0,0,0,"Jun-2018",12514.18,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,189705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,NA,NA,NA,3,37941,64,98.7,0,0,125,143,18,7,3,18,NA,1,NA,0,1,2,2,6,7,3,7,2,6,0,0,0,2,100,100,1,0,203340,24052,5000,13799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"390997","",NA,28000,28000,28000," 60 months"," 10.49%",601.7,"B","B3","Systems Tester","9 years","MORTGAGE",86000,"Source Verified","Jan-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","282xx","NC",34.65,0,"Apr-1998",0,NA,NA,8,0,76488,"74.1%",20,"w",0,0,29261.01,29261.01,28000,1261.01,0,0,0,"Aug-2015",18731.75,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,268976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103200,NA,NA,NA,0,33622,21499,77.9,0,0,40,201,62,40,1,62,NA,NA,NA,0,4,5,5,15,1,6,17,5,8,0,0,0,0,100,80,0,0,331667,96298,97500,40467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"209735","",NA,20000,20000,19950," 60 months","  8.18%",407.26,"B","B1","Regional Manager","6 years","RENT",108250,"Not Verified","Jul-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","906xx","CA",12.62,1,"Mar-1985",0,15,NA,10,0,20953,"35.9%",15,"f",5419.97,5406.42,18715.78,18668.99,14580.03,4135.75,0,0,0,"May-2019",407.26,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,870,47506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58400,NA,NA,NA,4,5938,22110,48.2,0,0,15,364,5,5,1,5,15,15,15,0,5,6,6,9,1,9,13,6,10,0,0,0,1,92.9,20,0,0,89577,47506,42700,31177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"210461","",NA,17000,17000,17000," 60 months"," 17.57%",427.73,"D","D4","Teacher","4 years","MORTGAGE",50000,"Not Verified","Jul-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","146xx","NY",38.25,0,"Apr-2005",1,NA,44,14,1,15947,"49.7%",69,"w",0,0,22128.1714124347,22128.17,17000,5128.17,0,0,0,"Feb-2018",875.66,"","Feb-2018",0,NA,1,"Individual",NA,NA,"",0,0,142255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32100,NA,NA,NA,12,10161,8398,57.4,0,0,123,118,3,3,0,3,NA,5,NA,0,4,8,7,12,53,11,16,8,14,0,0,0,2,100,42.9,0,1,160086,142255,19700,127986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"95365","",NA,35000,35000,34725," 60 months"," 17.57%",880.61,"D","D4","Director","10+ years","MORTGAGE",225000,"Verified","Oct-2015","Fully Paid","n",NA,"","other","Other","921xx","CA",10.99,1,"Mar-1992",0,21,NA,7,0,35674,"90.8%",24,"f",0,0,43287.3349019683,42947.22,35000,8287.33,0,0,0,"Apr-2017",29091.62,"","Jul-2018",0,21,1,"Individual",NA,NA,"",0,0,49881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39300,NA,NA,NA,3,8314,3100,90.6,0,0,113,283,17,12,1,17,NA,12,NA,1,2,3,2,7,7,5,15,3,7,0,0,1,2,95.7,100,0,0,84976,49881,33000,45676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"299783","",NA,12000,12000,12000," 60 months"," 12.69%",271.14,"C","C2","mailhandler","10+ years","MORTGAGE",70000,"Source Verified","May-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","146xx","NY",35.52,0,"Jun-2006",0,NA,NA,21,0,9464,"20.4%",41,"w",0,0,4267.82,4267.82,1835.19,1410.03,0,1022.6,184.068,"May-2016",271.14,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,0,146104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46500,NA,NA,NA,13,7690,10605,35.3,0,0,86,106,11,7,3,13,NA,7,NA,0,3,6,4,8,15,14,23,6,21,0,0,0,5,100,0,0,0,196899,103676,16400,107614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"20657","",NA,5000,5000,5000," 36 months"," 11.22%",164.22,"B","B5","Driver","1 year","MORTGAGE",50000,"Verified","Dec-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","635xx","MO",29.21,0,"Oct-2000",1,54,82,10,1,4183,"74.7%",30,"w",0,0,5854.5655664097,5854.57,5000,854.57,0,0,0,"Mar-2018",1587.97,"","Apr-2018",0,73,1,"Individual",NA,NA,"",0,120,126439,1,5,2,3,4,44310,84,2,4,1877,81,5600,7,2,13,8,12644,220,92.7,0,0,182,36,9,4,1,12,NA,4,NA,0,2,4,2,4,23,4,6,4,10,0,0,0,4,100,100,1,0,137744,48493,3000,52655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"392275","",NA,22000,22000,22000," 36 months","  8.19%",691.33,"A","A5","Train Operator","10+ years","RENT",80000,"Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","945xx","CA",15.72,0,"Mar-2002",0,39,NA,9,0,24694,"72.6%",24,"w",0,0,23269.69,23269.69,22000,1269.69,0,0,0,"Oct-2015",17759.07,"","Apr-2018",0,59,1,"Individual",NA,NA,"",0,0,171972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34000,NA,NA,NA,2,19108,9306,72.6,0,0,138,154,12,12,6,12,NA,NA,NA,1,7,7,7,9,6,7,12,7,9,0,0,0,1,91.3,42.9,0,0,189000,36036,34000,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"385026","",NA,15000,15000,15000," 36 months","  9.49%",480.43,"B","B2","Legal Assistant","8 years","RENT",36000,"Source Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","918xx","CA",21.77,0,"Nov-1993",0,NA,NA,11,0,16774,"63.8%",14,"f",0,0,17279.4166925595,17279.42,15000,2279.42,0,0,0,"Feb-2018",480.19,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,438,30025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26300,NA,NA,NA,1,2730,5705,67.8,0,0,100,254,13,13,2,77,NA,NA,NA,0,6,10,6,6,1,10,11,10,11,0,0,0,0,100,50,0,0,45086,30025,17700,18786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"91511","",NA,10775,10775,10775," 60 months"," 20.99%",291.44,"E","E5","Election Assistant","10+ years","RENT",50000,"Verified","Oct-2015","Late (31-120 days)","n",NA,"","medical","Medical expenses","701xx","LA",38.91,0,"Oct-1999",0,NA,NA,9,0,40222,"99.8%",29,"w",5083.09,5083.09,11629.49,11629.49,5691.91,5937.58,0,0,0,"Apr-2019",200,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,54610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40300,NA,NA,NA,2,6068,0,101.1,0,0,177,192,12,12,0,43,NA,11,NA,0,5,8,5,10,11,8,18,8,9,0,0,0,1,100,100,0,0,56525,54610,33700,16225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"212769","",NA,7700,7700,7700," 36 months"," 13.99%",263.14,"C","C4","Customer Service Clerk","10+ years","RENT",15446,"Not Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","910xx","CA",34.42,0,"Nov-1997",0,NA,NA,6,0,14722,"75.9%",10,"f",0,0,9457.2123471285,9457.21,7700,1757.21,0,0,0,"May-2018",785.56,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,14722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19400,NA,NA,NA,2,2454,466,94.5,0,0,125,212,16,16,0,93,NA,16,NA,0,3,5,3,4,2,6,8,5,6,0,0,0,0,100,66.7,0,0,19400,14722,8500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"214559","",NA,2000,2000,2000," 36 months"," 12.69%",67.09,"C","C2","dietary aid ","10+ years","RENT",30000,"Not Verified","Jul-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","481xx","MI",33.36,3,"Dec-2001",2,5,91,6,1,1691,"65%",27,"f",0,0,2005.59,2005.59,1611.95,393.64,0,0,0,"Jan-2018",67.09,"","Jul-2018",0,5,1,"Individual",NA,NA,"",0,0,17969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,NA,NA,NA,5,2995,344,57,0,0,129,163,21,15,0,49,26,4,26,0,1,2,1,3,10,2,17,2,6,0,0,2,0,74.1,0,1,0,28466,17969,800,25866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"201229","",NA,20000,20000,19975," 36 months"," 10.99%",654.68,"B","B4","policeman","10+ years","OWN",70000,"Verified","Jul-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","781xx","TX",28.89,1,"Nov-1989",0,NA,NA,16,0,92312,"59%",45,"f",0,0,18961.3,18937.6,15580.63,3380.67,0,0,0,"Jan-2018",654.68,"","Dec-2017",0,17,1,"Individual",NA,NA,"",0,0,147367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157000,NA,NA,NA,0,14736,15571,47,0,0,121,308,34,34,5,34,NA,10,NA,0,12,9,30,30,3,9,38,6,10,NA,0,1,0,98,28.6,0,0,239400,51138,109000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"5957","",NA,26425,26425,26425," 36 months","  6.49%",809.78,"A","A2","Sales Management","10+ years","OWN",52874,"Verified","Dec-2015","Charged Off","n",NA,"","home_improvement","Home improvement","750xx","TX",2.81,0,"Jun-1982",1,NA,NA,10,0,5788,"1.8%",34,"w",0,0,20220.68,20220.68,17799.84,2420.84,0,0,0,"Feb-2018",809.78,"","Oct-2018",0,NA,1,"Individual",NA,NA,"",0,0,151661,1,0,1,1,12,0,NA,2,2,4401,2,118300,0,0,4,4,15166,111580,1.5,0,0,141,402,6,6,5,6,NA,6,NA,0,3,4,8,19,5,9,24,4,10,0,0,0,3,100,0,0,0,275800,5788,117100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"264474","",NA,13000,13000,13000," 36 months","  9.99%",419.42,"B","B3","Q. C. tech","10+ years","OWN",62000,"Not Verified","May-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","323xx","FL",14.46,2,"Jul-2004",0,8,NA,10,0,13604,"37.2%",24,"w",0,0,15085.6396611058,15085.64,13000,2085.64,0,0,0,"Jul-2018",0.95,"","Jul-2018",0,14,1,"Individual",NA,NA,"",0,0,25566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36600,NA,NA,NA,3,2557,16271,43.1,0,0,76,130,20,17,1,20,NA,11,NA,1,4,5,6,12,6,9,16,5,10,0,0,1,0,91.7,33.3,0,0,52803,25566,28600,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"387392","",NA,24000,24000,24000," 60 months"," 17.14%",598.27,"D","D4","truck driver","5 years","MORTGAGE",58000,"Verified","Jan-2015","Current","n",NA,"","credit_card","Credit card refinancing","670xx","KS",32.44,0,"Feb-2003",1,NA,NA,13,0,10291,"69.5%",25,"w",4492.62,4492.62,31087.19,31087.19,19507.38,11579.81,0,0,0,"May-2019",598.27,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,107988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,NA,NA,10,8307,1116,89.1,0,0,143,77,3,3,2,3,NA,4,NA,0,3,5,4,4,15,7,8,5,13,0,0,0,5,100,50,0,0,127399,75230,10200,77125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"208499","",NA,24000,24000,24000," 60 months"," 12.29%",537.4,"C","C1","Graphic Arts Instructor","10+ years","MORTGAGE",107000,"Source Verified","Jul-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","187xx","PA",12.25,0,"Jun-2001",0,29,NA,6,0,24698,"57%",16,"w",6975.26,6975.26,24687.63,24687.63,17024.74,7662.89,0,0,0,"May-2019",537.4,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,122107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43300,NA,NA,NA,2,20351,18602,57,0,0,146,135,15,3,2,55,NA,3,NA,0,2,2,3,3,8,3,6,2,6,0,0,0,1,93.7,0,0,0,150630,41997,43300,20690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"221491","",NA,5000,5000,5000," 36 months","  6.24%",152.66,"A","A2","Collector","10+ years","RENT",45000,"Not Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","900xx","CA",6.96,0,"Jul-1998",0,NA,NA,5,0,4571,"30.9%",20,"w",0,0,5404.3404144906,5404.34,5000,404.34,0,0,0,"Apr-2017",2352.87,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,5046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,NA,NA,3,1009,9129,33.4,0,0,204,161,14,14,0,14,NA,21,NA,0,2,2,3,11,5,4,15,2,5,0,0,0,0,100,0,0,0,15300,5046,13700,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"417339","",NA,8450,8450,8450," 36 months"," 17.14%",301.86,"D","D4","POS Administrator","1 year","RENT",60000,"Source Verified","Jan-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","908xx","CA",18.55,0,"Sep-2001",1,NA,84,16,1,3946,"24.7%",33,"f",0,0,3221.51,3221.51,1323.81,773.12,0,1124.58,202.4244000002,"Aug-2015",301.86,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,42952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16000,NA,NA,NA,10,2685,955,46.9,0,0,159,120,1,1,2,19,NA,1,NA,0,2,9,2,3,13,13,18,9,16,0,0,0,5,100,50,1,0,67779,42952,1800,51779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"166999","",NA,20000,20000,20000," 60 months","  9.99%",424.85,"B","B3","Assistant Pressman","10+ years","MORTGAGE",49000,"Not Verified","Aug-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","293xx","SC",19.84,1,"Mar-2007",1,20,NA,7,0,16816,"53%",14,"w",0,0,24297.6633201851,24297.66,20000,4297.66,0,0,0,"May-2018",10713.56,"","Jul-2018",0,NA,1,"Individual",NA,NA,"",0,0,138411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31700,NA,NA,NA,1,19773,4697,59.9,0,0,89,101,4,4,3,28,NA,4,20,0,2,6,2,3,2,6,9,6,7,0,0,0,1,92.9,0,0,0,160002,16816,11700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"362404","",NA,16000,16000,16000," 60 months"," 17.86%",405.08,"D","D5","general manager ","5 years","MORTGAGE",90000,"Verified","Mar-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","278xx","NC",24.17,0,"Sep-2006",2,30,NA,20,0,12968,"80.5%",29,"w",0,0,5044.71,5044.71,1222.11,1644.19,0,2178.41,392.1138,"Oct-2015",405.08,"","Oct-2016",0,31,1,"Individual",NA,NA,"",0,0,325205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16100,NA,NA,NA,6,16260,332,97.5,0,0,101,92,8,2,1,8,30,0,30,1,4,4,4,5,20,6,8,4,20,0,0,0,3,75,100,0,0,351480,96918,13300,105128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"125811","",NA,25075,25075,25075," 36 months"," 17.57%",901.13,"D","D4","Superintendent","4 years","OWN",85500,"Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","282xx","NC",12.02,0,"Jul-1998",2,48,NA,26,0,20476,"60%",32,"w",0,0,30953.2403959977,30953.24,25075,5878.24,0,0,0,"Jul-2017",7779.59,"","May-2019",1,48,1,"Individual",NA,NA,"",0,0,85044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,NA,NA,NA,11,3402,7209,65.3,0,0,169,139,20,11,1,21,NA,0,NA,1,8,13,11,13,3,23,26,13,26,0,0,0,1,96.9,20,0,0,147208,29514,20800,9981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
