"","Product_ID","User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","TC_Code","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"359574","P00327842",1001369,"M","26-35",5,"B","1",1,16,8,16,NA,8116
"234233","P00031042",1000107,"M","46-50",18,"C","4+",0,14,8,NA,NA,7798
"477804","P00046742",1001599,"M","26-35",0,"A","1",0,24,1,2,15,12063
"141615","P00093342",1003839,"M","51-55",14,"C","3",1,36,1,8,18,19005
"29508","P00285742",1004482,"F","36-45",1,"A","1",0,18,8,NA,NA,9826
"374902","P00251242",1003715,"M","18-25",5,"B","2",0,14,5,11,NA,7088
"242735","P00282042",1001409,"M","18-25",4,"B","1",1,14,5,15,NA,6954
"221744","P00056142",1004150,"M","26-35",0,"B","3",0,8,5,8,NA,3659
"76965","P00246942",1005848,"M","51-55",20,"A","0",1,20,17,NA,NA,10463
"233646","P00003242",1006035,"F","26-35",1,"C","3",0,16,8,15,NA,8042
"379526","P00289842",1004380,"F","26-35",1,"C","1",0,22,1,16,NA,11388
"263466","P00213542",1004520,"M","26-35",4,"C","1",1,8,11,NA,NA,4518
"223559","P00176042",1004438,"M","51-55",0,"C","2",0,12,8,17,NA,6033
"262486","P00196042",1004406,"M","26-35",16,"B","2",1,6,4,9,15,3488
"481724","P00246342",1002121,"M","55+",13,"C","0",1,12,11,15,NA,5939
"463563","P00101142",1005397,"M","18-25",0,"B","2",1,12,8,NA,NA,6038
"255032","P00019842",1003380,"M","51-55",0,"B","2",1,10,5,NA,NA,5399
"29831","P00036842",1004520,"M","26-35",4,"C","1",1,30,1,14,16,15444
"139110","P00310342",1003509,"M","18-25",4,"A","0",0,16,6,8,NA,8534
"465648","P00121642",1005726,"M","26-35",1,"C","0",0,14,5,14,NA,7139
"254657","P00071442",1003313,"M","36-45",20,"A","2",0,24,15,17,NA,12779
"352244","P00324942",1000244,"M","51-55",7,"B","3",1,14,5,NA,NA,7127
"87654","P00173842",1001509,"M","0-17",0,"B","3",0,8,1,2,15,4337
"266676","P00058142",1005074,"M","0-17",0,"B","2",0,20,3,4,12,10642
"113533","P00195042",1005522,"M","26-35",14,"B","0",0,40,6,8,14,20359
"253435","P00153742",1003124,"M","26-35",12,"C","0",0,16,8,NA,NA,7833
"110937","P00174442",1005083,"M","26-35",4,"B","4+",1,16,5,NA,NA,8813
"220082","P00057642",1003931,"M","26-35",5,"C","1",0,30,1,15,16,15247
"438383","P00234142",1001473,"M","26-35",14,"B","0",0,16,1,NA,NA,7800
"523461","P00028542",1002658,"M","26-35",7,"A","3",0,32,6,8,14,16309
"220570","P00179642",1003999,"M","36-45",17,"B","4+",0,10,11,NA,NA,4705
"39985","P00196042",1000151,"F","26-35",20,"A","1",1,6,4,9,15,2806
"332740","P00053642",1003306,"M","46-50",14,"C","1",1,16,7,NA,NA,8332
"359175","P00288242",1001315,"M","36-45",7,"C","2",1,14,5,14,NA,7000
"521202","P00221942",1002186,"M","18-25",5,"C","4+",0,38,1,8,NA,19334
"184608","P00085342",1004467,"F","51-55",6,"C","2",1,36,10,13,NA,18863
"401623","P00048042",1001762,"M","26-35",14,"B","2",1,36,1,6,8,19240
"182535","P00329542",1004148,"F","36-45",7,"C","3",0,22,1,15,16,11871
"390570","P00249642",1000076,"M","36-45",7,"B","2",1,22,3,5,NA,11072
"142272","P00217242",1003942,"M","18-25",4,"B","4+",0,14,1,15,NA,7601
"39359","P00317842",1000034,"F","18-25",0,"A","0",0,16,8,NA,NA,7905
"40685","P00289042",1000259,"M","26-35",1,"B","4+",0,20,8,NA,NA,9984
"415869","P00337842",1003993,"M","26-35",0,"B","2",0,14,5,NA,NA,7009
"220018","P00022442",1003917,"F","36-45",9,"A","0",0,18,8,16,NA,9807
"100621","P0094342",1003589,"F","46-50",0,"B","1",1,4,4,5,18,2059
"357708","P00307642",1001125,"F","18-25",4,"B","2",0,8,5,6,NA,3683
"192231","P00328142",1005692,"F","26-35",7,"C","1",0,20,8,16,NA,9909
"437602","P00090842",1001356,"F","18-25",4,"B","2",0,12,11,15,NA,6159
"235461","P00129842",1000308,"M","26-35",2,"A","3",1,32,6,8,15,16653
"55485","P00025442",1002519,"F","46-50",2,"B","0",0,30,1,2,9,15444
"478225","P00251442",1001647,"M","18-25",18,"B","0",0,8,5,NA,NA,3708
"467518","P00205842",1006016,"M","46-50",1,"B","1",1,10,5,NA,NA,5427
"47443","P00018942",1001284,"M","46-50",16,"A","1",1,12,8,NA,NA,5970
"344960","P00053842",1005090,"F","36-45",19,"B","3",1,6,4,5,12,3483
"55749","P00084442",1002572,"M","36-45",14,"C","1",0,2,13,16,NA,927
"450850","P00141042",1003475,"M","26-35",14,"A","1",0,16,8,NA,NA,7972
"359222","P00145042",1001320,"M","26-35",4,"A","2",0,22,1,2,5,11876
"470995","P00102242",1000570,"M","26-35",4,"A","4+",0,16,8,12,NA,7881
"484524","P00214342",1002665,"M","36-45",11,"B","1",0,6,5,NA,NA,3466
"391770","P00152942",1000284,"M","26-35",12,"B","3",1,8,5,NA,NA,3736
"500850","P00343442",1005120,"M","51-55",7,"A","2",0,2,12,NA,NA,1070
"325309","P0094842",1002041,"F","26-35",20,"B","4+",0,4,4,8,NA,2121
"215774","P00198742",1003349,"F","18-25",4,"B","1",0,30,1,2,11,15815
"421886","P00213242",1004918,"F","18-25",12,"C","1",0,18,5,8,NA,8865
"421677","P00085842",1004883,"F","0-17",10,"C","1",0,2,12,NA,NA,1419
"19386","P00329442",1003051,"M","18-25",17,"B","0",0,16,5,8,NA,8806
"305954","P00140742",1005113,"M","26-35",0,"A","3",1,16,1,15,NA,8119
"121981","P00122542",1000860,"M","18-25",0,"C","0",0,8,11,NA,NA,4665
"426080","P00234842",1005605,"F","18-25",2,"A","0",0,10,5,6,16,5464
"350334","P00172842",1005963,"M","26-35",15,"A","0",0,16,3,4,NA,8385
"415490","P00033942",1003934,"M","26-35",0,"B","2",0,8,5,NA,NA,3727
"367702","P00044442",1002629,"M","26-35",11,"C","0",1,36,1,16,NA,19085
"85986","P00012442",1001268,"M","51-55",2,"B","1",1,32,7,NA,NA,16236
"88503","P00283942",1001645,"F","18-25",9,"B","1",1,16,5,NA,NA,8638
"164794","P00114142",1001449,"M","36-45",20,"A","1",1,12,8,NA,NA,6084
"320890","P00005642",1001425,"M","0-17",10,"B","1",0,18,8,NA,NA,9873
"9187","P00010742",1001408,"M","26-35",0,"B","1",1,36,1,8,17,19038
"502184","P00014542",1005365,"M","18-25",12,"C","0",0,16,8,NA,NA,8063
"2281","P00223542",1000352,"M","18-25",4,"A","0",0,24,1,8,17,12122
"303847","P00045642",1004786,"M","46-50",6,"B","1",1,12,8,14,NA,6182
"334643","P00296042",1003562,"F","26-35",6,"B","4+",0,12,8,13,16,6018
"329746","P00109542",1002837,"M","18-25",0,"B","1",0,16,8,14,17,8056
"300162","P00003642",1004203,"M","26-35",18,"C","2",1,16,8,NA,NA,7856
"80110","P00040442",1000331,"M","26-35",7,"B","1",0,14,5,14,NA,7147
"443377","P00216742",1002176,"M","0-17",19,"B","1",0,14,5,NA,NA,6859
"59818","P00162942",1003261,"M","46-50",20,"B","1",1,32,7,NA,NA,16424
"431326","P00046742",1000398,"M","26-35",17,"B","3",1,22,1,2,15,11586
"152807","P00335442",1005620,"M","36-45",14,"C","2",1,16,1,15,NA,8232
"137321","P00293242",1003257,"M","26-35",14,"C","1",0,16,8,16,NA,7942
"534171","P00201342",1004248,"M","26-35",4,"C","1",0,30,1,2,9,15768
"233892","P00056842",1000033,"M","46-50",3,"A","1",1,32,7,NA,NA,16800
"25616","P00151942",1003942,"M","18-25",4,"B","4+",0,4,11,NA,NA,1706
"171029","P00329242",1002402,"M","46-50",17,"B","4+",0,14,5,14,NA,7055
"67967","P00043742",1004390,"M","26-35",0,"B","2",0,10,5,8,NA,5264
"120411","P00025442",1000602,"F","55+",6,"C","2",0,38,1,2,9,19505
"485620","P00067842",1002857,"M","26-35",0,"B","2",0,24,6,10,16,12486
"78068","P00251242",1006031,"F","18-25",0,"C","1",0,14,5,11,NA,6938
"313257","P00316642",1000271,"M","18-25",4,"C","1",0,6,4,5,NA,2761
"431524","P00083242",1000424,"M","26-35",17,"A","3",0,6,11,16,NA,3132
"369231","P00308342",1002895,"M","26-35",11,"B","4+",0,10,5,8,NA,5457
"207432","P00318742",1001958,"F","26-35",1,"B","3",0,30,1,8,NA,15305
"468616","P00004242",1000175,"F","26-35",2,"B","1",0,30,1,6,8,15325
"48232","P00316642",1001392,"M","46-50",3,"C","1",1,2,4,5,NA,729
"462541","P00106042",1005228,"M","0-17",0,"C","4+",0,14,5,NA,NA,7106
"288549","P00258742",1002446,"M","18-25",7,"B","0",0,18,5,NA,NA,8864
"136329","P00123142",1003063,"M","18-25",4,"C","3",0,6,11,NA,NA,3200
"327445","P00296042",1002410,"M","55+",7,"C","1",1,16,8,13,16,7881
"91743","P00312742",1002085,"M","18-25",0,"C","4+",0,24,15,NA,NA,12481
"238660","P00126042",1000839,"M","26-35",0,"A","2",0,16,8,14,NA,7914
"229703","P00130642",1005428,"F","26-35",6,"B","4+",0,12,11,16,NA,6026
"101875","P00313042",1003741,"M","26-35",0,"C","1",0,14,5,14,NA,6963
"181978","P00104542",1004064,"M","46-50",0,"A","1",1,12,8,NA,NA,6036
"479869","P00331042",1001883,"F","51-55",0,"B","1",1,14,5,8,NA,7122
"294108","P00286042",1003389,"M","18-25",0,"A","0",0,4,18,NA,NA,2389
"67950","P00114142",1004388,"M","46-50",3,"B","2",1,16,8,NA,NA,7901
"190842","P00121642",1005493,"M","36-45",12,"B","3",0,14,5,14,NA,6932
"277197","P00015842",1000752,"F","26-35",3,"A","3",0,14,1,14,16,7796
"99609","P00130242",1003450,"M","26-35",5,"B","3",0,12,8,NA,NA,5923
"406843","P00279542",1002636,"M","18-25",12,"C","4+",1,16,8,NA,NA,7968
"26390","P00179842",1004041,"M","18-25",3,"B","2",0,6,11,NA,NA,3123
"43669","P00129542",1000740,"M","26-35",14,"C","1",0,16,8,14,NA,8048
"100502","P00255842",1003573,"M","0-17",10,"B","1",0,38,16,NA,NA,20249
"39514","P00268442",1000057,"M","18-25",19,"C","2",0,16,8,17,NA,7863
"93446","P00000142",1002380,"M","26-35",4,"A","0",1,16,3,4,5,8276
"404473","P00151342",1002168,"M","0-17",10,"B","4+",0,40,7,NA,NA,20410
"151729","P00002542",1005452,"M","36-45",6,"A","4+",0,16,8,14,NA,8044
"103301","P00346042",1003931,"M","26-35",5,"C","1",0,24,6,8,15,12544
"130507","P00323942",1002035,"F","18-25",0,"C","1",0,12,8,15,NA,6202
"16750","P00114942",1002599,"M","26-35",12,"B","2",0,38,1,15,16,19691
"197983","P00111042",1000563,"M","26-35",4,"A","3",0,24,15,NA,NA,12531
"479306","P00111142",1001794,"M","26-35",11,"B","1",0,36,1,15,16,19097
"205304","P00237542",1001672,"M","26-35",17,"C","1",0,36,1,15,16,18993
"304860","P00220342",1004954,"M","46-50",0,"C","3",1,6,5,NA,NA,3592
"255116","P00167642",1003391,"M","18-25",4,"A","0",0,6,5,NA,NA,3509
"138687","P00304442",1003454,"M","18-25",0,"A","1",1,22,1,16,NA,11603
"292082","P00102042",1003044,"M","36-45",16,"C","1",1,14,5,NA,NA,7047
"29178","P00190042",1004446,"M","18-25",18,"B","1",1,16,3,4,5,8420
"435497","P00120542",1001078,"F","46-50",9,"C","1",1,20,8,14,NA,9952
"54068","P00117442",1002225,"M","26-35",5,"B","1",1,18,5,14,NA,8855
"459984","P00010842",1004795,"M","46-50",16,"C","1",0,20,8,16,NA,9960
"159565","P00092942",1000692,"F","26-35",0,"A","0",1,12,8,17,NA,6022
"465431","P00145042",1005683,"F","18-25",9,"B","0",1,38,1,2,5,19699
"197325","P00026042",1000461,"M","51-55",7,"B","0",0,12,8,14,17,6196
"257521","P00327642",1003696,"M","36-45",7,"C","3",0,8,18,NA,NA,3809
"344095","P00010742",1004958,"M","18-25",7,"B","1",0,16,1,8,17,8263
"345812","P00110842",1005251,"F","26-35",17,"A","1",1,38,1,2,5,19298
"490885","P00196942",1003626,"M","26-35",17,"B","3",0,10,5,11,NA,5141
"136896","P00334242",1003167,"M","26-35",2,"C","3",0,30,1,8,NA,15215
"90672","P00123142",1001941,"M","36-45",17,"A","1",0,8,11,NA,NA,4670
"121153","P0097242",1000729,"M","36-45",12,"C","0",0,30,1,16,NA,15917
"336965","P00362142",1003856,"F","36-45",20,"C","1",1,16,5,NA,NA,8739
"457722","P00005742",1004430,"F","26-35",0,"B","1",0,18,8,14,NA,9813
"50846","P00110942",1001763,"M","36-45",7,"C","2",0,38,1,2,NA,19297
"275917","P00113442",1000536,"M","26-35",20,"C","1",0,16,3,5,NA,7936
"103528","P00145042",1003963,"M","51-55",20,"A","2",0,24,1,2,5,12098
"69897","P00255842",1004705,"F","18-25",0,"C","0",1,32,16,NA,NA,16312
"404374","P00362342",1002153,"M","18-25",16,"B","3",0,18,5,NA,NA,8903
"183242","P00153542",1004277,"M","36-45",16,"A","0",0,32,6,NA,NA,16510
"12009","P00042142",1001803,"M","26-35",2,"B","1",0,30,1,2,6,15900
"218002","P00289842",1003630,"M","18-25",4,"B","2",0,8,1,16,NA,4439
"93758","P00113142",1002453,"M","26-35",7,"B","0",0,22,1,5,12,11684
"301315","P00165442",1004377,"M","26-35",0,"C","1",1,30,1,15,16,15341
"490618","P00190942",1003600,"M","36-45",20,"B","4+",1,20,3,4,NA,10634
"360627","P00362842",1001523,"M","26-35",17,"C","0",0,14,5,18,NA,7167
"371927","P00197042",1003320,"M","26-35",1,"B","1",1,14,5,NA,NA,6984
"131430","P00110842",1002172,"M","18-25",20,"B","2",0,38,1,2,5,19301
"119946","P00089142",1000525,"M","36-45",6,"C","2",0,14,5,NA,NA,7033
"421892","P00354642",1004920,"M","36-45",1,"B","0",1,18,8,13,NA,9756
"271731","P00289242",1005872,"M","26-35",17,"C","1",1,30,1,8,NA,15284
"18436","P00198642",1002907,"F","36-45",5,"A","4+",0,12,8,14,NA,5950
"431068","P00084742",1000346,"F","26-35",0,"B","2",0,16,5,12,14,8611
"421079","P00118442",1004784,"F","36-45",6,"A","1",0,36,1,2,NA,18994
"58240","P00000242",1002995,"M","26-35",15,"A","4+",0,26,2,4,9,13030
"282588","P00112442",1001530,"M","26-35",4,"A","1",1,30,6,8,NA,16108
"233285","P00226642",1005972,"F","26-35",20,"B","0",0,14,5,6,NA,6863
"462934","P00221342",1005306,"F","26-35",17,"B","4+",0,22,1,2,5,11427
"368296","P00119342",1002753,"F","51-55",20,"B","1",1,36,10,13,NA,19219
"218254","P00192842",1003673,"M","26-35",2,"B","1",0,10,5,14,NA,5252
"383325","P00114942",1004972,"M","36-45",0,"C","2",0,38,1,15,16,19365
"2610","P00350942",1000419,"M","18-25",3,"C","1",0,26,3,4,5,13338
"432830","P00111042",1000656,"F","46-50",16,"C","3",1,42,15,NA,NA,21368
"406818","P00163442",1002629,"M","26-35",11,"C","0",1,32,6,8,13,16594
"102110","P00182142",1003770,"F","36-45",3,"C","1",1,22,1,5,6,11393
"172679","P00121642",1002731,"M","36-45",7,"C","1",0,14,5,14,NA,7038
"48093","P00144042",1001373,"F","26-35",1,"A","1",0,20,2,3,4,10134
"463444","P00141942",1005384,"F","26-35",3,"A","4+",0,16,5,8,14,8623
"122290","P00083242",1000904,"M","36-45",20,"B","4+",0,8,11,16,NA,4447
"71832","P00108642",1005046,"M","26-35",16,"A","0",0,20,8,NA,NA,9917
"309791","P00153842",1005749,"M","26-35",2,"A","0",1,20,8,14,16,10062
"493717","P00014042",1004007,"M","36-45",12,"A","1",1,22,1,NA,NA,11879
"58301","P00022942",1003002,"M","46-50",11,"B","0",0,16,5,8,NA,8666
"413236","P00243942",1003618,"M","55+",17,"A","4+",1,24,1,2,15,11962
"222104","P00110842",1004227,"M","26-35",19,"A","0",0,30,1,2,5,15842
"456653","P00183642",1004277,"M","36-45",16,"A","0",0,6,4,5,9,2743
"281205","P00206042",1001329,"M","18-25",14,"B","3",0,14,5,NA,NA,6860
"93172","P00034842",1002305,"M","51-55",20,"A","1",1,16,5,14,NA,8709
"375204","P00327342",1003760,"M","51-55",0,"B","0",1,32,16,NA,NA,16210
"181149","P00334242",1003970,"F","26-35",2,"C","2",1,24,1,8,NA,11976
"507533","P00161942",1000166,"M","18-25",4,"B","1",1,14,5,8,NA,7027
"458435","P00090942",1004510,"M","46-50",7,"A","4+",1,30,1,2,14,15257
"405344","P00226442",1002328,"M","55+",7,"C","2",1,8,11,15,NA,4462
"364539","P00210642",1002059,"M","36-45",0,"B","3",0,8,8,14,NA,4097
"114590","P00161442",1005683,"F","18-25",9,"B","0",1,14,5,14,NA,6910
"289238","P00090942",1002574,"M","51-55",6,"B","1",1,36,1,2,14,19134
"403967","P00294542",1002098,"M","36-45",20,"A","0",1,14,8,NA,NA,7772
"220468","P00304042",1003988,"F","26-35",14,"B","4+",0,8,5,NA,NA,3660
"244173","P00255742",1001628,"M","18-25",20,"B","1",0,26,3,4,NA,13607
"200534","P00317842",1000998,"M","46-50",20,"A","0",1,16,8,NA,NA,7833
"444011","P00118342",1002288,"M","0-17",10,"B","2",0,32,2,3,15,16293
"171785","P00001742",1002547,"F","36-45",0,"C","0",1,20,8,14,NA,9990
"110782","P00035842",1005059,"M","46-50",16,"C","1",1,18,5,6,9,8891
"309852","P00181842",1005757,"M","0-17",10,"C","2",0,14,11,NA,NA,7407
"318944","P00223242",1001164,"F","26-35",19,"A","1",1,10,5,14,NA,5472
"329580","P00354142",1002808,"M","55+",16,"A","3",0,32,6,8,NA,16669
"465612","P00196742",1005720,"M","26-35",0,"A","0",0,8,8,NA,NA,4244
"427075","P00280542",1005755,"F","36-45",2,"B","1",0,6,11,NA,NA,3135
"368819","P00002542",1002840,"M","26-35",0,"A","1",1,20,8,14,NA,10019
"265962","P00119942",1004957,"M","26-35",2,"A","1",1,12,8,14,NA,5867
"247185","P00074442",1002032,"M","51-55",14,"C","4+",1,36,1,16,NA,18950
"135040","P00084842",1002870,"M","51-55",18,"B","0",1,12,8,16,NA,6186
"18157","P00046442",1002860,"M","36-45",17,"A","2",0,16,8,NA,NA,7857
"239348","P00210042",1000945,"M","46-50",7,"C","3",0,12,8,14,NA,6057
"98645","P00004742",1003308,"F","18-25",20,"B","3",1,38,6,16,NA,20219
"244716","P00324942",1001691,"F","26-35",17,"C","2",1,10,5,NA,NA,5291
"472053","P00135342",1000749,"M","36-45",18,"B","0",0,10,5,NA,NA,5445
"169881","P00277642",1002173,"M","51-55",13,"C","1",0,26,2,3,10,13031
"359042","P00081442",1001297,"M","26-35",7,"A","4+",0,32,6,NA,NA,16423
"341897","P00120842",1004589,"M","26-35",17,"A","0",0,18,8,17,NA,9778
"359789","P00085342",1001404,"M","51-55",16,"B","1",1,36,10,13,NA,19020
"477948","P00346942",1001613,"M","18-25",20,"A","1",0,16,1,5,NA,8241
"516635","P00117942",1001585,"M","55+",20,"C","1",1,14,5,15,NA,7053
"523044","P00192042",1002567,"M","26-35",0,"C","1",0,10,5,9,14,5155
"280098","P00198042",1001181,"M","36-45",7,"A","3",1,8,11,16,NA,4674
"74240","P00004142",1005446,"F","51-55",1,"C","1",1,20,8,17,NA,10078
"409984","P00232842",1003138,"M","36-45",17,"C","2",1,4,8,NA,NA,2300
"78821","P00150942",1000133,"F","26-35",0,"C","1",1,24,6,11,13,12353
"201376","P00275842",1001113,"M","18-25",4,"B","3",0,24,2,9,15,12749
"487230","P00162442",1003108,"M","51-55",6,"B","1",1,16,1,16,NA,8269
"243342","P00324742",1001496,"M","26-35",17,"A","2",0,18,2,9,14,9808
"36000","P00284042",1005552,"M","51-55",7,"C","1",1,4,8,17,NA,2264
"511937","P00295942",1000895,"M","51-55",1,"C","1",1,24,2,5,15,12909
"49808","P00313342",1001632,"M","26-35",16,"B","1",0,14,5,NA,NA,7128
"262918","P00223942",1004458,"F","26-35",4,"B","1",0,14,5,8,NA,7025
"392871","P00131542",1000463,"M","26-35",7,"A","4+",1,16,8,12,NA,8074
"339327","P00015642",1004222,"F","46-50",17,"C","2",0,14,8,16,17,7771
"35310","P00001142",1005452,"M","36-45",6,"A","4+",0,10,5,8,14,5324
"535138","P00157142",1004381,"M","26-35",4,"B","3",1,8,11,16,NA,4680
"419167","P00129342",1004470,"M","36-45",12,"C","3",1,14,1,5,15,7719
"351926","P0095742",1000194,"F","0-17",10,"C","3",0,6,4,5,NA,2845
"408666","P00173242",1002924,"F","18-25",4,"B","4+",0,10,5,NA,NA,5339
"409247","P00053142",1003018,"M","36-45",0,"B","0",0,30,1,NA,NA,15536
"194258","P00289942",1005996,"F","26-35",0,"B","1",1,26,3,4,5,13368
"185023","P00233542",1004510,"M","46-50",7,"A","4+",1,30,1,15,NA,15880
"3985","P00212742",1000655,"F","26-35",2,"B","2",0,4,5,NA,NA,1753
"493891","P00022542",1004030,"M","36-45",7,"B","3",1,14,5,NA,NA,7081
"530350","P00260042",1003693,"M","26-35",15,"B","1",1,10,5,8,NA,5429
"436097","P0094042",1001150,"F","26-35",20,"A","1",0,16,1,16,NA,7855
"482124","P00197942",1002181,"M","26-35",0,"B","4+",1,24,6,11,NA,12715
"142759","P00151742",1004013,"M","26-35",1,"C","4+",1,14,8,15,16,7765
"73860","P00165742",1005369,"M","26-35",15,"A","1",0,12,8,16,NA,6147
"326695","P00028442",1002237,"F","36-45",6,"B","1",0,30,1,8,16,15725
"394808","P00227842",1000791,"M","36-45",7,"B","1",0,26,2,5,NA,13013
"222235","P00128742",1004250,"F","51-55",0,"C","4+",1,38,1,NA,NA,19624
"74996","P00184142",1005556,"M","46-50",6,"A","0",0,12,8,14,NA,6164
"172284","P00142942",1002645,"M","26-35",7,"A","1",0,16,1,2,16,7941
"531459","P00115842",1003835,"M","26-35",7,"B","3",0,40,16,NA,NA,20941
"369036","P00110742",1002868,"M","36-45",12,"B","3",0,30,1,2,8,15547
"85372","P00303642",1001181,"M","36-45",7,"A","3",1,12,8,14,NA,6024
"256566","P00037142",1003579,"M","18-25",0,"C","2",0,22,1,2,5,11948
"101259","P00135342",1003669,"M","26-35",14,"A","2",0,14,5,NA,NA,7070
"226191","P00184942",1004849,"F","18-25",4,"B","1",0,30,1,8,17,15725
"314060","P00221142",1000403,"M","18-25",4,"A","2",0,30,1,NA,NA,15315
"497674","P00062642",1004593,"F","46-50",1,"B","0",1,16,8,NA,NA,7832
"305039","P00303142",1004979,"M","36-45",2,"B","1",1,10,5,NA,NA,5363
"380226","P00160942",1004472,"F","46-50",16,"B","0",1,22,1,16,NA,11818
"56640","P00102542",1002753,"F","51-55",20,"B","1",1,12,8,NA,NA,6165
"519098","P00317142",1001912,"M","26-35",4,"A","1",1,6,2,15,NA,3511
"509367","P00150842",1000467,"F","36-45",3,"B","4+",1,2,11,13,16,1482
"502859","P00216742",1005471,"M","18-25",7,"A","1",0,14,5,NA,NA,6907
"464581","P00195942",1005556,"M","46-50",6,"A","0",0,26,3,4,NA,13483
"41074","P00256642",1000319,"F","51-55",6,"B","3",1,10,5,NA,NA,5322
"5619","P00073842",1000905,"F","46-50",12,"C","1",0,24,1,15,17,12044
"91490","P00355142",1002042,"M","0-17",10,"C","4+",0,30,1,15,NA,15213
"142275","P00254342",1003942,"M","18-25",4,"B","4+",0,6,5,11,NA,3557
"204873","P00003642",1001613,"M","18-25",20,"A","1",0,18,8,NA,NA,9757
"210550","P00049542",1002459,"M","51-55",7,"A","1",1,18,8,NA,NA,9818
"395817","P00350942",1000961,"M","18-25",10,"A","2",0,22,3,4,5,10962
"95736","P00209842",1002832,"M","26-35",17,"B","4+",0,16,5,8,NA,8628
"16253","P00267542",1002494,"M","18-25",4,"C","1",0,30,1,16,NA,15695
"371043","P00102142",1003191,"M","26-35",12,"B","4+",0,2,13,16,NA,750
"531488","P00229742",1003839,"M","51-55",14,"C","3",1,30,1,16,NA,15907
"420963","P00116642",1004750,"F","26-35",0,"A","2",0,10,5,NA,NA,5399
"191964","P0095542",1005658,"M","55+",0,"B","3",1,24,2,4,9,12961
"19125","P00048742",1003014,"M","36-45",7,"B","4+",1,10,5,NA,NA,5334
"515029","P00102242",1001327,"M","0-17",10,"B","0",0,20,8,12,NA,9997
"71309","P00086042",1004956,"M","36-45",15,"B","1",1,14,8,14,17,7791
"481034","P00121342",1002030,"M","26-35",4,"B","1",0,30,1,5,18,15208
"385890","P00035842",1005394,"M","18-25",0,"A","2",0,10,5,6,9,5417
"181836","P00322142",1004052,"M","26-35",2,"B","0",0,30,1,14,NA,15643
"308643","P00037042",1005556,"M","46-50",6,"A","0",0,24,1,15,NA,12057
"445725","P00214442",1002645,"M","26-35",7,"A","1",0,16,8,NA,NA,8072
"183822","P00350042",1004350,"M","18-25",2,"C","4+",0,32,6,8,NA,16508
"46358","P00121242",1001140,"F","46-50",2,"B","2",1,24,2,NA,NA,12799
"249510","P00105642",1002446,"M","18-25",7,"B","0",0,16,8,NA,NA,7832
"99056","P00192542",1003370,"M","18-25",4,"C","1",0,30,1,2,9,15693
"433226","P00051142",1000717,"M","26-35",11,"C","0",0,12,8,NA,NA,5929
"259757","P00051442",1004007,"M","36-45",12,"A","1",1,18,8,17,NA,9744
"25531","P00235842",1003930,"M","55+",3,"C","0",1,8,11,15,16,4419
"113109","P00183242",1005460,"M","18-25",4,"A","4+",0,10,5,15,NA,5323
"188296","P00146142",1005065,"M","26-35",14,"C","4+",1,8,1,2,15,4502
"389357","P00323642",1005916,"M","51-55",20,"B","1",1,16,8,NA,NA,7809
"255802","P00315642",1003483,"F","46-50",7,"B","0",1,18,8,13,NA,9722
"415814","P00248742",1003987,"F","18-25",4,"C","2",0,14,5,NA,NA,6959
"262040","P00057942",1004344,"M","26-35",1,"A","4+",0,30,1,2,6,15211
